|------
|KODIKOS_OUSIAS|ONOMA_OUSIAS|ARITHMOS_ASTHENON|ARITHMOS_FARMAKON
|DO-11757|Veratrum Album, Ethanol. Decoctum D4|0|1
|DO-04208|Dl-Alpha Tocopherol Acetate|0|13
|DO-06001|Hazelnut|0|10
|DO-11140|Thymus Vulgaris, Plantaginis Lanceolatae Folium|0|1
|DO-10523|Soft Extract From Milk Thistle Fruit (10–17: 1), E|0|1
|DO-06811|Lactic Acid, Urea|0|2
|DO-00885|Apis Mellifica Dil. D12, Ferrum Phosphoricum Dil. |0|1
|DO-08359|Nintedanib, Nintedanib Esylate|0|1
|DO-03061|Cimetidine Ph. Eur.|0|2
|DO-01650|Benralizumab|0|4
|DO-07742|Menthae Piperitae Folium, Sennae Folium, Liquorice|0|1
|DO-00270|Aconitum Napellus Trit. D 4, Arctostaphylos Uva-Ur|0|1
|DO-11917|Xanthium Strumarium L.|0|4
|DO-04978|Ethanol (96 Per Cent), Majoranae Herba|0|1
|DO-11300|Tomato|0|9
|DO-04411|Dry Extract From Nettle Leaf, Extraction Solvent: |0|3
|DO-01867|Betula Pendula E Cortice, Decoctum Dil. D2 (Hab, V|0|1
|DO-10683|Stramonium D4, Adrenalinum D6, Crataegus Oxyacanth|0|3
|DO-06971|Levoleucovorin Disodium|0|15
|DO-01045|Arnica Montana|0|1
|DO-08519|Omega-3-Acid Triglycerides, Soya-Bean Oil Refined,|0|15
|DO-03221|Clindamycin, Tretinoin|0|29
|DO-01810|Betaine Citrate|0|3
|DO-06140|Horse Hair|0|1
|DO-07902|Methotrexate|0|325
|DO-02478|Capecitabine|0|106
|DO-09834|Rhubarb Dry Extract, Sennae Folium, Purified Sulph|0|1
|DO-00430|Allergens, Pollen &amp; Plant Extract|0|2
|DO-05138|Extract From Marshmallow Root (Der 1:19.5-23.5), E|0|1
|DO-09217|Poliovirus Type 1, Strain Lsc, 2ab|0|1
|DO-11460|Turnera Diffusa D4|0|1
|DO-02027|Botulinum Toxin, Type A, Purified Neurotoxin Compo|0|118
|DO-08600|Oxycodone Hydrochloride|0|268
|DO-10843|Tabacum Cupro Cultum Rh Dil. D3|0|2
|DO-07131|Linzagolix|0|4
|DO-01205|Asa Foetida Trit. D 4, Bellis Perennis Trit: D 2, |0|1
|DO-03381|Colchicum Autumnale Trit D6, Ferrum Phosphoricum T|0|1
|DO-06300|Hydrogen Peroxide Solution (3% W/W)|0|3
|DO-02638|Cefadroxil Monohydrate|0|14
|DO-09994|Sage Leaf Fluid Extract (Der 1:4-5, Extraction Med|0|2
|DO-03760|Dapsone|0|14
|DO-05553|Fumagillin|0|1
|DO-00590|Ambra Grisea D2, Acidum Phosphoricum Trit. D 3, Ac|0|1
|DO-06457|Imipramine Hydrochloride Bp|0|2
|DO-02795|Chamomilla Recutita, Radix, Ethanol. Decoctum Ø|0|1
|DO-10151|Sepia D6, Ambra Grisea D3, Cimicifuga Racemosa D3,|0|1
|DO-03917|Dexpanthenol, Allantoin, Ethyl Linoleate|0|2
|DO-05710|Ginkgo Biloba Dil. D 4|0|2
|DO-05455|Folic Acid|0|119
|DO-09534|Pseudoephedrine Hydrochloride Bp, Paracetamol Ph. |0|1
|DO-02344|Calcium Phosphoricum Dil. D8, Acidum Silicicum Dil|0|1
|DO-08917|Petroleum Rectificatum Trit. D8, Conium Maculatum |0|1
|DO-08068|Moroctocog Alfa|0|4
|DO-01359|Atropa Bella-Donna D12|0|1
|DO-07451|Magnesium Chloride Hexahydrate, Potassium Chloride|0|6
|DO-06617|Isoniazid, Pyridoxine Hydrochloride|0|1
|DO-02955|Chlorphenamine Maleate, Ascorbic Acid, Acetylsalic|0|1
|DO-11626|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10311|Sodium Bicarbonate Bp|0|1
|DO-04077|Dimeticone, Magnesium Hydroxide, Aluminium Hydroxi|0|4
|DO-05870|Gonadorelin|0|2
|DO-11009|Tetanus Toxoid, N. Meningitidis Group C Polysaccha|0|4
|DO-09694|Raltegravir|0|44
|DO-10392|Sodium Glycerophosphate Pentahydrate|0|16
|DO-00754|Amylmetacresol Bp|0|7
|DO-08228|Natrium Sulfuricum D3, Natrum Phosphoricum D2, Fer|0|1
|DO-01519|Bacillus Firmus E Volumine Ex Muris Cellulae (Lyop|0|1
|DO-07611|Matricaria Recutita D6, Valeriana Officinalis D4, |0|1
|DO-00139|Aciclovir Sodium|0|4
|DO-11786|Vincetoxicum Hirundinaria Trit. D5, Sulfur Trit. D|0|1
|DO-04237|Donepezil|0|20
|DO-06030|Helleborus Niger D4 Aquos.|0|1
|DO-11169|Tiliae Flos, Marshmallow Root, Plantaginis Lanceol|0|1
|DO-04280|Doxylamine Hydrogen Succinate, Paracetamol, Caffei|0|1
|DO-10552|Solanum Tuberosum|0|9
|DO-06840|Lactose Monohydrate, Prucalopride Succinate|0|1
|DO-00914|Apis Mellifica Ex Animale Toto Gl Dil. D4 (Hab, Vs|0|3
|DO-08388|Nitroglycerinum Dil. D3, Selenicereus Grandiflorus|0|1
|DO-03090|Cimicifuga Racemosa Root Dry Extract|0|1
|DO-01679|Benzalkonium Chloride, Levomenthol, Peppermint Oil|0|1
|DO-07771|Menthol, Capsaicin, Methyl Salicylate, Salicylic A|0|1
|DO-00299|Adonis Vernalis Dil D1, Iberis Amara Dil D2, Crata|0|1
|DO-11946|Zilucoplan|0|4
|DO-05007|Ethenzamide, Acetylsalicylic Acid, Caffeine|0|3
|DO-11329|Tranylcypromine|0|23
|DO-04440|Dry Extract From Thyme, Containing 0.77-1.02 Mg Of|0|1
|DO-01896|Betulae Folium, Crataegi Folium Cum Flore, Lupuli |0|2
|DO-10712|Strychnos Ignatii Dil. D12, Nitroglycerinum Dil. D|0|1
|DO-07000|Levomenthol, Camphor, Racemic, Methyl Salicylate, |0|1
|DO-01074|Arnica Montana Dil. D3, Nitroglycerinum Dil. D3, S|0|1
|DO-03250|Clonixin Lysinate|0|3
|DO-06169|Human Normal Immunoglobulin, Hyaluronidase (Human |0|4
|DO-02507|Caraway Fruit, Matricariae Flos, Fennel, Pimpinell|0|1
|DO-09863|Riboflavin Sodium Phosphate Hydrate, Cocarboxylase|0|1
|DO-00459|Almond Oil, Refined|0|2
|DO-05167|Extract Of Potentilla Anserina (1:1,7-2,2), Extrac|0|1
|DO-09246|Populus Tremuloides Ø, Serenoa Repens Ø, Chondrode|0|1
|DO-11489|Umeclidinium Bromide, Vilanterol|0|8
|DO-04600|Dydrogesterone, Estradiol Hemihydrate|0|7
|DO-02056|Bromhexine Hydrochloride|0|142
|DO-08629|Paeonia Officinalis D1, Krameria Triandra C3, Aesc|0|3
|DO-10872|Tamsulosin Hydrochloride, Dutasteride|0|228
|DO-07160|Liquid Extract From Centaurea Benedicta Herb (Der |0|1
|DO-03410|Colistimethate Sodium|0|163
|DO-10023|Salmonella Typhi, Strain Ty21a (Live, Attenuated)|0|17
|DO-03789|Deflazacort|0|41
|DO-05582|Gadobenate Dimeglumine|0|23
|DO-05327|Filipendula Ulmaria D12, Lithium Carbonicum D12, S|0|2
|DO-09406|Pressed Juice From Fresh Equisetum Herb (1 : 1.6 –|0|1
|DO-04760|Entecavir Monohydrate|0|12
|DO-02216|Calcium Carbonate, Cholecalciferol Concentrate (Po|0|56
|DO-08789|Passion Flower Dry Extract (5 –7: 1), Extraction S|0|3
|DO-07940|Metoclopramide Hydrochloride|0|102
|DO-01231|Ascorbic Acid, Biotin, Colecalciferol, Cyanocobala|0|2
|DO-03570|Crisantaspase|0|13
|DO-07323|Lupuli Flos, Melissa Leaf, Valerianae Radix, Mothe|0|4
|DO-06489|Indometacin Ph. Eur.|0|2
|DO-02827|Chelidonium Majus, Silybum Marianum, Taraxacum Off|0|1
|DO-10183|Serrapeptase|0|2
|DO-03949|Dextromethorphan Hydrobromide, Menthol|0|1
|DO-05742|Glatiramer|0|1
|DO-09566|Psyllium Seed|0|5
|DO-02376|Calcium, Lactic Acid, Magnesium, Sodium, Chloride |0|27
|DO-08949|Phenolphthalein|0|1
|DO-00626|Amiloride Hydrochloride Bp|0|1
|DO-08100|Mucor Racemosus E Volumine Cellulae (Lyophil., Ste|0|1
|DO-01391|Atropa Belladonna Mother Tincture, Echinacea Angus|0|1
|DO-07483|Magnesium L-Aspartate Hydrochloride Trihydrate|0|10
|DO-06649|Ispaghula Seed, Cassia Angustifolia Vahl. (Polvo D|0|1
|DO-02987|Chlorphenamine, Paracetamol, Caffeine|0|1
|DO-00011|100 Ml Consists Of: Distillate From A Macerate Of |0|2
|DO-11658|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10343|Sodium Chloride, Sodium Lactate|0|1
|DO-04109|Diphenhydramine Hydrochloride, Naphazoline Hydroch|0|2
|DO-05902|Grindelia Robusta Dil. D3, Aralia Racemosa Dil. D |0|1
|DO-11041|Tezacaftor, Elexacaftor, Ivacaftor|0|8
|DO-09726|Rdesat-6, Rcfp-10|0|4
|DO-10424|Sodium Hydrogen Carbonate, Potassium Chloride, Sod|0|245
|DO-09109|Piper Nigrum|0|6
|DO-06712|Kalium Chloratum Trit. D6|0|2
|DO-00786|Anas Barbariae Hepatis Et Cordis Extractum K200|0|16
|DO-08260|Neomycin Sulfate, Dexamethasone, Acetic Acid|0|1
|DO-01551|Balsalazide Disodium|0|6
|DO-07643|Mecasermin|0|4
|DO-00171|Acidum Benzoicum Trit. D 3,, Acidum Silicicum Trit|0|1
|DO-11818|Viscum Album Amygdali Ex Herba Recente Col. D10|0|1
|DO-06062|Heparin Sodium, Benzocaine, Dexpanthenol, Troxerut|0|1
|DO-04879|Ergotamine Tartrate, Paracetamol, Caffeine|0|1
|DO-11201|Tincture (1:7) From Goldenrod Herb, Dandelion Herb|0|1
|DO-04312|Drosera Rotundifolia D4, Ammonium Bromatum D3, Pho|0|1
|DO-10584|Sorbitan Trioleate, Polysorbate 80, Sodium Citrate|0|1
|DO-06872|Latanoprost|0|300
|DO-00946|Aprotinin, Human Fibrinogen, Calcium Chloride Dihy|0|21
|DO-08420|Norethisterone Bp|0|1
|DO-03122|Cinchona Pubescens Dil. D6, Strychnos Ignatii Dil.|0|1
|DO-01711|Benzocaine, Liquid Extract (0,65:1) From A Mixture|0|1
|DO-07803|Mepyramine Maleate Bp|0|1
|DO-00331|Aesculus Seed Extract|0|2
|DO-11978|Zinc Oxide, Ichthammol, Tormentillae Extractum Flu|0|1
|DO-05039|Etizolam|0|2
|DO-11361|Triazolam|0|20
|DO-04472|Dry Extract Of Dry Raw Pollen From Secale Cereale,|0|1
|DO-01928|Bicalutamide|0|220
|DO-10744|Sucroferric Oxyhydroxide|0|4
|DO-07032|Levomenthol, Racementhol, Eucalyptus Oil, Methyl S|0|1
|DO-01106|Arnica Montana Mother Tincture, Crataegus Mother T|0|1
|DO-03282|Cloxacillin|0|37
|DO-06201|Hydrargyrum Sulfuratum Rubrum D4, Chininum Arsenic|0|1
|DO-02539|Carbo Vegetabilis Dil. D 12, Strychnos Nux-Vomica |0|1
|DO-09895|Risedronate Sodium|0|192
|DO-03661|Cyclizine Hydrochloride, Ergotamine Tartrate, Caff|0|1
|DO-00491|Alternaria Alternata (Fr.) Keissl., Whole|0|36
|DO-05199|Faricimab|0|4
|DO-09278|Potassium Chloride, Sodium Chloride, Ammonium Chlo|0|1
|DO-11521|Ustilago Avenae (Pers.) Rostr., Whole, Ustilago Tr|0|18
|DO-04632|Echinacea Mother Tincture|0|1
|DO-02088|Bryonia Cretica Ferm 33b Dil. D2, Apis Mellifica E|0|2
|DO-08661|Pancreatin Bp|0|1
|DO-10904|Tartaric Acid, Aluminium Potassium Sulphate Dodeca|0|1
|DO-07192|Liquid Extract From Thyme (Der 1:2-2,5), Extractio|0|13
|DO-03442|Conchae, Quercus, Ethanol. Decoctum Trit. D3|0|1
|DO-06361|Hypericum Herb Dry Extract, Quantified|0|1
|DO-02699|Celecoxib|0|198
|DO-10055|Sarcolacticum Acidum D12, Bryonia D6, Aconitum Nap|0|2
|DO-03821|Dermatan Sulphate Sodium Salt|0|2
|DO-05614|Garlic Powder|0|2
|DO-05359|Fludeoxyglucose (18f)|0|130
|DO-09438|Primula Veris, Flos Rec., Aqu. Digestio 1:3,1 Cum |0|1
|DO-04792|Epinephrine Bitartrate, Lidocaine Hydrochloride|0|20
|DO-02248|Calcium Carbonicum Hahnemanni Dil. D8, Sepia Offic|0|1
|DO-08821|Pembrolizumab|0|8
|DO-07972|Mianserin|0|2
|DO-01263|Ascorbic Acid, Echinacea Purpurea Radix, Extract, |0|2
|DO-03602|Cuprum Arsenicosum D12, Natrium Tetrachloroauratum|0|1
|DO-07355|Lysatum Bacteriale Mixtum|0|5
|DO-06521|Insulin Human Isophane|0|1
|DO-02859|Chlorambucil|0|27
|DO-10215|Silicea D2, Hepar Sulfuris D3, Atropinum Sulfuricu|0|3
|DO-03981|Dibotermin Alfa|0|4
|DO-05774|Glucose, Anhydrous, Potassium Chloride, Sodium Chl|0|1
|DO-09598|Pumpkin Seed Extract|0|3
|DO-02408|Calotropis Gigantea D4|0|3
|DO-08981|Phenylephrine Hydrochloride, Esculin Sesquihydrate|0|2
|DO-00658|Amlodipine|0|357
|DO-08132|N,s-Diacetyl Methyl Cysteinate|0|1
|DO-01423|Aurum Metallicum Dil. D9, Hyoscyamus Niger Ex Herb|0|2
|DO-07515|Magnesium Pidolate|0|11
|DO-06681|Juice From Dandelion Root, Extraction Solvents: Et|0|1
|DO-03019|Chondrodendron Dil. D3, Belladonna Dil. D6, Petros|0|1
|DO-00043|A/California/7/2009(H1n1)-Like Strain (Nymc X-179a|0|1
|DO-11690|Valine, Ornithine Hydrochloride, Alanine, Arginine|0|4
|DO-04141|Dipotassium Phosphate, Glycine, Magnesium Chloride|0|1
|DO-05934|Guajacum Dil D 3, Grindelia Robusta Spag. Peka Dil|0|1
|DO-11073|Thiamine Hydrochloride, Cyanocobalamin, Pyridoxine|0|10
|DO-10456|Sodium Molybdate (99mo), Pertechnetate (99mtc) Sod|0|5
|DO-06744|Ketamine Hydrochloride|0|15
|DO-00818|Anhydrous Lidocaine Hydrochloride|0|28
|DO-08292|Neomycin, Prednisolone Sodium Phosphate|0|1
|DO-01583|Beclometasone Dipropionate Monohydrate|0|1
|DO-07675|Meglumine Antimonate|0|2
|DO-00203|Acidum Nitricum D6, Berberis Vulgaris D4, Lycopodi|0|1
|DO-11850|Viscum Album Mother Tincture, Solidago Virgaurea M|0|1
|DO-04911|Escherichia Coli (Inactivated), Morganella Morgani|0|3
|DO-11233|Tincture From Valerian Root (1:5), Extraction Solv|0|5
|DO-04344|Dry Extract From Bearberry Leaf (4.0-5.0:1), Extra|0|1
|DO-10616|Spigelia Anthelmia Dil. D2, Iris Versicolor Dil. D|0|1
|DO-06904|Ledipasvir, Sofosbuvir|0|4
|DO-00978|Argentum Metallicum Dil. D10, Cuprum Aceticum Dil.|0|1
|DO-08452|Oakmoss Extract, Eugenol, Cinnamaldehyde, Geraniol|0|1
|DO-03154|Cisapride|0|1
|DO-01743|Benzyl Alcohol, 2-Propanol (Ph. Eur.), Ethanol, De|0|1
|DO-07835|Mesoglycan|0|2
|DO-09767|Resorcinol|0|1
|DO-00363|Alanyl Glutamine|0|28
|DO-12010|Zincum Valerianicum Dil. D3, Strychnos Nux-Vomica |0|1
|DO-05071|Eupatorium Perfoliatum D3, Phosphorus D5, Aconitum|0|5
|DO-09150|Pizotifen Malate|0|7
|DO-11393|Trimeperidine Hydrochloride|0|1
|DO-04504|Dry Extract Of Marshmallow Root (Der 7-9:1), Extra|0|1
|DO-01960|Bisbutylcarboethylene|0|1
|DO-08533|Opipramol Hydrochloride|0|13
|DO-10776|Sulfathiazole Silver|0|2
|DO-07064|Lidocaine Hydrochloride Monohydrate, Benzathine Be|0|7
|DO-01138|Arpraziquantel|0|1
|DO-03314|Cochlearia Armoracia Dil. D4, Calendula Officinali|0|1
|DO-06233|Hydrochlorothiazide, Irbesartan|0|157
|DO-02571|Carduus Marianus Ø, Atropa Bella-Donna D4, Citrull|0|1
|DO-09927|Rosemary Oil|0|7
|DO-03693|Cystine|0|1
|DO-05486|Formica Rufa Dil. D12, Formica Rufa Dil. D30, Form|0|1
|DO-00523|Aluminium Hydroxide, Rye Pollen Allergoid, Chemica|0|1
|DO-05231|Fennel, Sweet, Tiliae Flos, Plantaginis Lanceolata|0|1
|DO-09310|Potassium Citrate Monobasic, Monosodium Citrate (A|0|1
|DO-11553|Valeriana Officinalis|0|1
|DO-04664|Echinacea Purpurea Mother Tincture|0|1
|DO-02120|Budesonide, Formoterol Fumarate Dihydrate|0|177
|DO-08693|Paracetamol Dc, Paracetamol Ph. Eur., Codeine Phos|0|1
|DO-10936|Tea Leaf|0|7
|DO-07224|Liquid Extract Of Valerian Root (1:10), Extraction|0|1
|DO-03474|Copper Gluconate, Manganese Gluconate Dihydrate|0|1
|DO-06393|Hypothalamic Phospholipids|0|2
|DO-02731|Cetalkonium Chloride|0|1
|DO-10087|Sea Water|0|1
|DO-03853|Deucravacitinib|0|4
|DO-05646|Gelsemium Sempervirens Dil. D4, Arsenicum Album Di|0|1
|DO-05391|Fluocinolone Acetonide, Ciprofloxacin Hydrochlorid|0|1
|DO-09470|Proguanil Hydrochloride|0|1
|DO-04824|Equine European Viper Aspis Venom Immunoglobulin, |0|1
|DO-02280|Calcium Dobesilate Monohydrate, Lidocaine Hydrochl|0|5
|DO-08853|Pentetreotide, Indium (111in) Chloride|0|1
|DO-08004|Milk Thistle Fruit Dry Extract, Refined And Standa|0|2
|DO-01295|Ascorbic Acid, Rutoside, Alfa-Tocopheryl Acetate|0|1
|DO-03634|Cyanocobalamin, Folic Acid Hydrate|0|2
|DO-07387|Magnesium Aspartate Hydrochloride|0|7
|DO-06553|Iodixanol|0|32
|DO-02891|Chlorhexidine Dihydrochloride, Dexpanthenol, Alfa-|0|1
|DO-10247|Simeticone, Aluminium Oxide, Hydrated, Magnesium H|0|5
|DO-04013|Diethylamine Salicylate, Escin|0|13
|DO-05806|Glycerol, Sodium Chloride|0|2
|DO-09630|Pyridoxine Hydrochloride, Magnesium Lactate Dihydr|0|12
|DO-09013|Phleum Pratense Pollen Extract, Festuca Pratensis |0|1
|DO-00690|Amlodipine, Telmisartan|0|39
|DO-08164|Naloxone, Oxycodone|0|16
|DO-01455|Avanafil|0|4
|DO-07547|Mandragora E Radice Siccata Dil. D6, Piper Methyst|0|1
|DO-00075|Acenocoumarol|0|20
|DO-11722|Varicella Virus Oka Strain, (Live, Attenuated) Pro|0|26
|DO-04173|Disodium Phosphate, Anhydrous, Potassium Hydrogen |0|1
|DO-05966|Hamamelis Bark Dry Extract (5.0-7.7:1)|0|1
|DO-11105|Thuja D12, Viola Tricolor D3, Sulfur D6, Centella |0|1
|DO-10488|Sodium Polystyrene Sulfonate|0|21
|DO-06776|L-Ornithine Oxoglutarate Monohydrate|0|1
|DO-00850|Anti-T Lymphocyte Immunoglobulin For Human Use, Ra|0|48
|DO-08324|Nicotiana Tabacum D12, Veratrum Album D4, Anamirta|0|1
|DO-01615|Belladonna Rh Dil. D10, Belladonna Rh Dil. D6, Atr|0|1
|DO-07707|Melissa Officinalis Ex Herba W 5% (Hab, Vs. 12g Wi|0|1
|DO-00235|Acidum Silicicum Trit. D3, Kalium Iodatum Trit. D6|0|2
|DO-11882|Vorasidenib|0|4
|DO-04943|Estradiol|0|255
|DO-11265|Tisagenlecleucel|0|4
|DO-04376|Dry Extract From Ginkgo (35-67:1), Refined And Qua|0|2
|DO-01832|Betamethasone Sodium Phosphate, Chloramphenicol|0|4
|DO-10648|Stannum Metallicum Dil. D6, Acidum Arsenicosum Dil|0|1
|DO-06936|Letrozole|0|300
|DO-01010|Argentum Nitricum D10, Hepar Sulfuris D10, Hydrarg|0|1
|DO-08484|Olanzapine Micronized|0|12
|DO-03186|Citrus Nobilis|0|1
|DO-01775|Berberis Vulgaris E Fructibus Ferm 33c Dil. D2 (Ha|0|3
|DO-06105|Hexoprenaline Sulfate|0|2
|DO-07867|Metformin Hydrochloride, Alogliptin|0|4
|DO-02443|Camphora D3, Cuprum Sulfuricum Dil. D4, Arnica Mon|0|1
|DO-09799|Retinol Palmitate, Riboflavin Sodium Phosphate Hyd|0|1
|DO-00395|Alfuzosin Hydrochloride|0|131
|DO-05103|Euspongia Officinalis Trit. D 3, Calcium Iodatum T|0|1
|DO-09182|Platanus Acerifolia Pollen, Depigmented Polymerize|0|1
|DO-11425|Trolamine Salicylate|0|1
|DO-04536|Dry Extract Of Polypodium Leucotomos Root (Der 4-6|0|2
|DO-01992|Bleomycin|0|25
|DO-08565|Ossein Hydroxyapatite Compound|0|4
|DO-10808|Sulisobenzone|0|1
|DO-07096|Lidocaine Hydrochloride Monohydrate, Tribenoside|0|3
|DO-01170|Artemisia Vulgaris L.|0|41
|DO-03346|Codeine Phosphate Sesquihydrate, Paracetamol, Prop|0|4
|DO-06265|Hydrocortisone Acetate, Nystatin|0|1
|DO-02603|Cassia Angustifolia Vahl. (Polvo De Hojas), Cassia|0|1
|DO-09959|Ruscus Aculeatus (Dried Hydroalcoholic Extracts)|0|1
|DO-03725|Dactylis Glomerata L., Phleum Pratense L.|0|3
|DO-05518|Fosphenytoin Sodium|0|11
|DO-00555|Aluminium Phosphate, Diphtheria Toxoid, Tetanus To|0|11
|DO-05263|Ferrous Fumarate|0|16
|DO-09342|Potassium Phosphate|0|1
|DO-04696|Egg Yolk|0|6
|DO-02152|Buspirone|0|6
|DO-08725|Paracetamol, Potassium Hydrogen Carbonate, Sodium |0|1
|DO-07256|Lobelia Inflata D3, Belladonna D3, Ipeca D 4, Dact|0|1
|DO-03506|Corpus Pineale Suis D8, Glandula Suprarenalis Suis|0|1
|DO-06425|Icatibant Acetate|0|46
|DO-02763|Cetylpyridinium Chloride, Ethanol 70% (V/V)|0|1
|DO-10119|Selinexor|0|4
|DO-03885|Dexamethasone Sodium Phosphate, Gentamicin, Tetryz|0|1
|DO-05678|Gentamicin Sulfate, Equine Collagen|0|1
|DO-05423|Fluphenazine Hydrochloride|0|2
|DO-09502|Propyl Parahydroxybenzoate, Lidocaine Hydrochlorid|0|3
|DO-04856|Equisetum Hiemale D6, Berberis Vulgaris D4, Lytta |0|1
|DO-02312|Calcium Iodatum Dil. D8, Conium Maculatum Dil. D6,|0|2
|DO-08885|Perindopril Tert-Butylamine, Amlodipine Besilate|0|35
|DO-08036|Mivacurium|0|8
|DO-01327|Aspidium (Dryopteris) Filix-Mas Folium Rec. Ethano|0|2
|DO-07419|Magnesium Chloride Hexahydrate, Potassium Chloride|0|28
|DO-06585|Iris Dil. D3, Gelsemium Dil. D4, Cyclamen Dil. D4,|0|1
|DO-02923|Chlorhexidine Gluconate, Phenol|0|4
|DO-11594|Valine, Acetylcysteine, Alanine, Arginine, Histidi|0|11
|DO-10279|Sitagliptin Tartrate Hemihydrate|0|2
|DO-04045|Dihydroergotoxine Mesilate|0|1
|DO-05838|Glycine, Magnesium|0|1
|DO-10977|Terebinthina Laricina|0|1
|DO-09662|Quinapril|0|7
|DO-10360|Sodium Cromoglicate|0|154
|DO-09045|Phosphorus D6, Citrullus Colocynthis D6, Lycopodiu|0|1
|DO-00722|Amorolfine Hydrochloride|0|96
|DO-08196|Naproxen Sodium, Sumatriptan Succinate|0|22
|DO-01487|Azelastine|0|4
|DO-07579|Mannitol, Tryptophan, Magnesium Chloride Hexahydra|0|1
|DO-00107|Acetylcysteine, Glycine, N-Acetyltyrosine, L-Lysin|0|1
|DO-11754|Veratrum Album Dil. D30, Veratrum Album Dil. D200,|0|1
|DO-04205|Disulfiram, Thiomersal, P-Phenylenediamine, Dibrom|0|3
|DO-05998|Hawthorn Leaf And Flower Liquid Extract, Quantifie|0|1
|DO-11137|Thymus Suis D10, Thymus Suis D200, Thymus Suis D30|0|1
|DO-10520|Soft Extract From Hawthorn Leaf And Flower (2,8-5,|0|3
|DO-06808|Lactic Acid Ph. Eur., Salicylic Acid Ph. Eur.|0|4
|DO-00882|Apis Mellifica Dil. D 2, Thuja Occidentalis Dil D1|0|2
|DO-08356|Nimorazole|0|1
|DO-03058|Ciltacabtagene Autoleucel|0|4
|DO-01647|Benfotiamine, Pyridoxine Hydrochloride|0|21
|DO-07739|Menthae Piperitae Folium, Milk Thistle Fruit, Tara|0|1
|DO-00267|Aconitum Napellus E Tubere Ferm 33c Dil. D3 (Hab, |0|1
|DO-11914|Wool Alcohols|0|2
|DO-04975|Ethanol (96 Per Cent), Hydrogen Peroxide Solution |0|1
|DO-11297|Tolu Balsam|0|1
|DO-04408|Dry Extract From Milk Thistle Fruit, Equivalent To|0|1
|DO-01864|Betula Alba, Depigmented Polymerized Pollen Extrac|0|1
|DO-10680|Sticta Ø, Ipecacuanha Dil. D3, Rumex Crispus Dil D|0|1
|DO-06968|Levofloxacin Hemihydrate|0|161
|DO-01042|Arnica Extract, Bornyl Acetate, Alpha Pinene|0|1
|DO-08516|Omega-3-Acid Ethyl Esters|0|4
|DO-03218|Clindamycin, Anhydrous Benzoyl Peroxide|0|12
|DO-01807|Betahistine Hydrochloride|0|13
|DO-06137|Horse Epithelia|0|26
|DO-07899|Methocarbamol|0|34
|DO-02475|Canrenone|0|1
|DO-09831|Rhododendron D4, Calcium Phosphoricum D12, Berberi|0|1
|DO-00427|Allergens, House Dust &amp; Mite|0|2
|DO-05135|Extract From Fresh Viscum Album Subsp. Abietis (De|0|1
|DO-09214|Poliovirus (Inactivated) Type 3 (Saukett Strain), |0|16
|DO-11457|Tucatinib|0|4
|DO-04568|Dry Extract Of Valerian Root (6,0 - 7,4 : 1), Extr|0|8
|DO-02024|Botrytis Cinerea|0|24
|DO-08597|Oxybutynin|0|4
|DO-10840|Synthetic Vitamin A Concentrate (Hydrodispersible |0|1
|DO-07128|Linseed, Cortex Frangulae, Sennoside B, Senna Alex|0|1
|DO-01202|Asa Foetida D8, Hydrargyrum Oxydatum Rubrum D10, K|0|2
|DO-03378|Colchicum Autumnale Dil. D3, Artemisia Abrotanum D|0|1
|DO-06297|Hydroflumethiazide Bp|0|2
|DO-02635|Cefaclor|0|55
|DO-09991|Sage Leaf (Salvia Officinalis)|0|20
|DO-03757|Dapiprazole Hydrochloride|0|2
|DO-05550|Fucus Vesiculosus Linnaeus, Whole, Calcium Carboni|0|1
|DO-00587|Ambazone Monohydrate|0|11
|DO-05295|Ferrum Phosphoricum Trit D12|0|1
|DO-09374|Prazosin Hydrochloride|0|3
|DO-04728|Emtricitabine, Tenofovir|0|2
|DO-02184|Caffeine, Acetylsalicylic Acid Ph. Eur.|0|1
|DO-08757|Parietaria Judaica Pollen Extract|0|3
|DO-07288|Lorlatinib|0|4
|DO-03538|Crataegi Folium Cum Flore, Melissa Leaf|0|1
|DO-02341|Calcium Phosphoricum D12, Benzoicum Acidum D8, Har|0|1
|DO-08914|Petroleum Rectificatum D15, Anamirta Cocculus D15,|0|1
|DO-08065|Montelukast|0|261
|DO-01356|Atropa Bella-Donna C3, Allium Cepa C3, Schoenocaul|0|5
|DO-07448|Magnesium Chloride Hexahydrate, Potassium Chloride|0|37
|DO-06614|Isoniazid, Pyrazinamide, Rifampicin|0|9
|DO-02952|Chloroxylenol, Propylene Glycol, Eosine|0|1
|DO-11623|Valine, Alanine, Arginine, Histidine, Isoleucine, |0|1
|DO-10308|Sodium Benzoate, Amylocaine Hydrochloride|0|1
|DO-04074|Dimeticone, Dihydroxyaluminum Sodium Carbonate|0|1
|DO-05867|Goat Hair|0|1
|DO-11006|Tetanus Toxoid, Aluminium Hydroxide|0|3
|DO-10389|Sodium Fusidate|0|52
|DO-09074|Picrasma Excelsa, Quassia Amara Dil. D 3, Carbo Ve|0|1
|DO-00751|Amylase, Pancrelipase, Protease|0|19
