|------
|Τμήμα|Βάρδια|Τύπος Προσωπικού|Υποκλάση (Ειδικότητα/Βαθμίδα/Ρόλος)|Προγραμματισμένος Αριθμός
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|2
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|2
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|2
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|7
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|10
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|18
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|14
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|4
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|8
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|12
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|14
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|16
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|4
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΕΥΘΥΝΟΣ ΜΗΧΑΝΟΓΡΑΦΗΣΗΣ|6
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|3
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|4
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|2
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|8
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΨΥΧΙΑΤΡΙΚΗ|1
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|11
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|17
|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|14
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|7
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|5
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|10
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|13
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|17
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|12
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|6
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|10
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|4
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|9
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|21
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|12
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|4
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|4
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|6
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|4
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|9
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΘΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|7
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|23
|ΧΕΙΡΟΥΡΓΙΚΗ Α|ΠΡΩΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|12
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|5
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|5
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΑΣΤΡΕΝΤΕΡΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|9
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΓΚΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΟΡΘΟΠΕΔΙΚΗ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΙΑΤΡΟΣ|ΤΕΠ(ΤΜΗΜΑ ΕΠΕΙΓΟΝΤΩΝ ΠΕΡΙΣΤΑΤΙΚΩΝ)|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|15
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|19
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΑΠΟΓΕΥΜΑΤΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|8
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΑΡΧΕΙΟΦΥΛΑΚΑΣ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΓΡΑΜΜΑΤΕΑΣ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΛΟΓΙΣΤΗΣ|6
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΔΙΟΙΚΗΤΙΚΟ ΠΡΟΣΩΠΙΚΟ|ΥΠΟΔΟΧΗ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΓΕΝΙΚΗ ΧΕΙΡΟΥΡΓΙΚΗ|8
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΔΟΚΡΙΝΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΕΝΤΑΤΙΚΗ ΘΕΡΑΠΕΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΚΑΡΔΙΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΝΕΥΡΟΛΟΓΙΑ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΟΦΘΑΛΜΟΛΟΓΙΑ|3
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΑΙΔΙΑΤΡΙΚΗ|2
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΙΑΤΡΟΣ|ΠΝΕΥΜΟΝΟΛΟΓΙΑ|1
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΒΟΗΘΟΣ ΝΟΣΗΛΕΥΤΗ|14
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΝΟΣΗΛΕΥΤΗΣ|18
|ΧΕΙΡΟΥΡΓΙΚΗ Β|ΝΥΧΤΕΡΙΝΗ|ΝΟΣΗΛΕΥΤΗΣ|ΠΡΟΪΣΤΑΜΕΝΟΣ|10
